accession,tax_id,organism_name,common_name
GCA_027409165.1,110931,Cynocephalus volans,Philippine flying lemur
GCA_951394445.1,9737,Stenella coeruleoalba,striped dolphin
GCA_014824575.3,192404,Sturnira hondurensis,
GCA_949987765.1,246814,Pipistrellus pygmaeus,soprano pipistrelle
GCA_025094165.1,48708,Mesoplodon densirostris,Blainville's beaked whale
GCA_950005115.1,269649,Chionomys nivalis,European snow vole
GCA_963455325.1,61862,Plecotus auritus,brown big-eared bat
GCA_024362975.1,9691,Panthera pardus,leopard
GCA_024363415.1,9691,Panthera pardus,leopard
GCA_009829165.1,36723,Mustela erminea,ermine
GCA_951640545.1,59451,Eptesicus nilssonii,northern bat
GCA_018403435.2,9809,Rhinoceros unicornis,greater Indian rhinoceros
GCA_949820125.1,9988,Sylvilagus floridanus,eastern cottontail
GCA_020311295.1,204263,Eira barbara,Tayra
GCA_030435785.1,9666,Mustela lutreola,European mink
GCA_019331625.1,41426,Phacochoerus africanus,Common warthog
GCA_949752845.1,48744,Hyperoodon ampullatus,northern bottlenose whale
GCA_019141135.1,36239,Mustela nivalis,least weasel
GCA_903992525.1,1047088,Arvicola amphibius,Eurasian water vole
GCA_024140225.1,109475,Suncus etruscus,white-toothed pygmy shrew
GCA_019022865.1,9809,Rhinoceros unicornis,greater Indian rhinoceros
GCA_007474575.2,61383,Lynx canadensis,Canada lynx
GCA_004023885.1,94188,Cryptoprocta ferox,fossa
GCA_011751095.1,257879,Aeorestes cinereus,hoary bat
GCA_949774935.1,27610,Lagenorhynchus albirostris,white-beaked dolphin
GCA_029532105.1,63225,Lepus townsendii,white-tailed jackrabbit
GCA_021018685.1,86973,Okapia johnstoni,okapi
GCA_902729475.2,10105,Mus minutoides,Southern African pygmy mouse
GCA_902702925.1,42410,Peromyscus eremicus,cactus mouse
GCA_004024785.1,9509,Ateles geoffroyi,black-handed spider monkey
GCA_024363105.1,48744,Hyperoodon ampullatus,northern bottlenose whale
GCA_902806755.1,29092,Microtus agrestis,short-tailed field vole
GCA_026122425.1,62283,Sorex fumeus,smoky shrew
GCA_902806765.2,29092,Microtus agrestis,short-tailed field vole
GCA_008931205.1,9888,Muntiacus muntjak,muntjak
GCA_001660835.1,86973,Okapia johnstoni,okapi
GCA_018398825.1,9638,Tremarctos ornatus,spectacled bear
GCA_006409035.1,9888,Muntiacus muntjak,muntjak
GCA_004802615.1,9561,Mandrillus sphinx,mandrill
GCA_004365145.1,9818,Orycteropus afer,aardvark
GCA_004027355.1,28737,Elephantulus edwardii,Cape elephant shrew
GCA_004023925.1,61379,Felis nigripes,black-footed cat
GCA_004025125.1,183749,Tolypeutes matacus,
GCA_032201225.1,1496684,Manis crassicaudata,Indian pangolin
GCA_004027935.1,185453,Chrysochloris asiatica,Cape golden mole
GCA_004365275.1,70687,Tupaia tana,large tree shrew
GCA_024262445.1,68741,Speothos venaticus,bush dog
GCA_001305995.1,29092,Microtus agrestis,short-tailed field vole
GCA_019969365.1,67941,Nanger dama ruficollis,
GCA_020387435.1,2821547,Microtus richardsoni arvicoloides,
GCA_030247035.1,30586,Saguinus midas,Midas tamarin
GCA_018282235.1,439324,Giraffa camelopardalis antiquorum,Kordofan giraffe
GCA_006459105.1,9883,Hydropotes inermis,Chinese water deer
GCA_004026645.1,43777,Pithecia pithecia,white-faced saki
GCA_001651235.1,439328,Giraffa tippelskirchi,
GCA_024262425.1,68728,Chrysocyon brachyurus,maned wolf
GCA_006408565.1,9894,Giraffa camelopardalis,giraffe
GCA_015708855.1,29067,Potos flavus,kinkajou
GCA_006410575.1,9958,Oryx gazella,gemsbok
GCA_006408655.1,1088131,Tragulus kanchil,
GCA_011057625.1,79784,Tursiops aduncus,Indo-pacific bottlenose dolphin
GCA_006408485.1,71854,Muntiacus crinifrons,black muntjac
GCA_001685115.1,39086,Ellobius lutescens,Transcaucasian mole vole
GCA_006410755.1,69297,Tragelaphus eurycerus,bongo
GCA_000442335.2,9606,Homo sapiens,human
GCF_000306695.2,9606,Homo sapiens,human
GCF_000002125.1,9606,Homo sapiens,human
GCA_000365445.1,9606,Homo sapiens,human
GCA_000002115.2,9606,Homo sapiens,human
GCA_922000895.2,10090,Mus musculus,house mouse
GCA_921998635.2,10090,Mus musculus,house mouse
GCA_001624295.1,10090,Mus musculus,house mouse
GCA_000002165.1,10090,Mus musculus,house mouse
GCA_001624215.1,10090,Mus musculus,house mouse
GCA_001624745.1,10090,Mus musculus,house mouse
GCA_001632525.1,10090,Mus musculus,house mouse
GCA_001624535.1,10090,Mus musculus,house mouse
GCA_001632575.1,10090,Mus musculus,house mouse
GCA_001624185.1,10090,Mus musculus,house mouse
GCA_001624505.1,10090,Mus musculus,house mouse
GCA_001624475.1,10090,Mus musculus,house mouse
GCA_001632555.1,10090,Mus musculus,house mouse
GCA_001632615.1,10090,Mus musculus,house mouse
GCA_001624675.1,10090,Mus musculus,house mouse
GCA_001624775.1,39442,Mus musculus musculus,eastern European house mouse
GCA_921998345.2,10092,Mus musculus domesticus,western European house mouse
GCA_001624835.1,10092,Mus musculus domesticus,western European house mouse
GCA_921999005.2,10091,Mus musculus castaneus,southeastern Asian house mouse
GCA_001624445.1,10091,Mus musculus castaneus,southeastern Asian house mouse
GCF_000001895.5,10116,Rattus norvegicus,Norway rat
GCF_000002265.2,10116,Rattus norvegicus,Norway rat
GCF_000003205.7,9913,Bos taurus,cattle
GCF_000003055.6,9913,Bos taurus,cattle
GCF_005444595.1,9615,Canis lupus familiaris,dog
GCF_000772875.2,9544,Macaca mulatta,Rhesus monkey
GCF_000002255.3,9544,Macaca mulatta,Rhesus monkey
GCF_002742125.1,9940,Ovis aries,sheep
GCF_000298735.2,9940,Ovis aries,sheep
GCA_000005525.1,9940,Ovis aries,sheep
GCF_000364345.1,9541,Macaca fascicularis,crab-eating macaque
GCF_000003625.3,9986,Oryctolagus cuniculus,rabbit
GCF_000002305.2,9796,Equus caballus,horse
GCF_009663435.1,9483,Callithrix jacchus,white-tufted-ear marmoset
GCF_000004665.1,9483,Callithrix jacchus,white-tufted-ear marmoset
GCF_003121395.1,89462,Bubalus bubalis,water buffalo
GCF_019923925.1,89462,Bubalus bubalis,water buffalo
GCA_002933975.1,9915,Bos indicus,zebu cattle
GCF_000409795.2,60711,Chlorocebus sabaeus,green monkey
GCF_002880755.1,9598,Pan troglodytes,chimpanzee
GCF_000001515.7,9598,Pan troglodytes,chimpanzee
GCF_000002295.2,13616,Monodelphis domestica,gray short-tailed opossum
GCF_000264685.3,9555,Papio anubis,olive baboon
GCF_008122165.1,9595,Gorilla gorilla gorilla,western lowland gorilla
GCF_000151905.2,9595,Gorilla gorilla gorilla,western lowland gorilla
GCF_002880775.1,9601,Pongo abelii,Sumatran orangutan
GCF_000258655.2,9597,Pan paniscus,pygmy chimpanzee
GCF_014633375.1,9978,Ochotona princeps,American pika
GCF_000146795.2,61853,Nomascus leucogenys,northern white-cheeked gibbon
GCA_007646695.3,9275,Thylacinus cynocephalus,Tasmanian wolf
GCA_003610035.2,9606,Homo sapiens,human
GCA_000389885.1,10090,Mus musculus,house mouse
GCA_026508895.1,39442,Mus musculus musculus,eastern European house mouse
GCF_000189315.1,9305,Sarcophilus harrisii,Tasmanian devil
GCA_913843615.1,9606,Homo sapiens,human
GCA_913844065.1,9606,Homo sapiens,human
GCA_913844035.1,9606,Homo sapiens,human
GCA_913843925.1,9606,Homo sapiens,human
GCA_913844015.1,9606,Homo sapiens,human
GCA_913844055.1,9606,Homo sapiens,human
GCA_913843625.1,9606,Homo sapiens,human
GCA_913844075.1,9606,Homo sapiens,human
GCA_913843595.1,9606,Homo sapiens,human
GCA_913843955.1,9606,Homo sapiens,human
GCA_913844125.1,9606,Homo sapiens,human
GCA_913844095.1,9606,Homo sapiens,human
GCA_913844105.1,9606,Homo sapiens,human
GCA_913844045.1,9606,Homo sapiens,human
GCA_913844115.1,9606,Homo sapiens,human
GCA_913843885.1,9606,Homo sapiens,human
GCA_913843605.1,9606,Homo sapiens,human
GCA_913843545.1,9606,Homo sapiens,human
GCA_913843965.1,9606,Homo sapiens,human
GCA_914822365.1,9606,Homo sapiens,human
GCA_913843525.1,9606,Homo sapiens,human
GCA_913843635.1,9606,Homo sapiens,human
GCA_913843675.1,9606,Homo sapiens,human
GCA_914823235.1,9606,Homo sapiens,human
GCA_914823105.1,9606,Homo sapiens,human
GCA_914824655.1,9606,Homo sapiens,human
GCA_913843535.1,9606,Homo sapiens,human
GCA_914824835.1,9606,Homo sapiens,human
GCA_914826315.1,9606,Homo sapiens,human
GCA_914826275.1,9606,Homo sapiens,human
GCA_914825625.1,9606,Homo sapiens,human
GCA_913843505.1,9606,Homo sapiens,human
GCA_913843575.1,9606,Homo sapiens,human
GCA_913844145.1,9606,Homo sapiens,human
GCA_913843645.1,9606,Homo sapiens,human
GCA_913844085.1,9606,Homo sapiens,human
GCA_913843555.1,9606,Homo sapiens,human
GCA_913843665.1,9606,Homo sapiens,human
GCA_913843685.1,9606,Homo sapiens,human
GCA_913843585.1,9606,Homo sapiens,human
GCA_914822985.1,9606,Homo sapiens,human
GCA_913843655.1,9606,Homo sapiens,human
GCA_913844005.1,9606,Homo sapiens,human
GCA_913843515.1,9606,Homo sapiens,human
GCA_913843565.1,9606,Homo sapiens,human
GCA_902652775.1,9606,Homo sapiens,human
GCA_912157075.1,9606,Homo sapiens,human
GCA_002009925.1,9606,Homo sapiens,human
GCA_912157055.1,9606,Homo sapiens,human
GCA_912157065.1,9606,Homo sapiens,human
GCA_912157105.1,9606,Homo sapiens,human
GCA_912157085.1,9606,Homo sapiens,human
GCA_912157025.1,9606,Homo sapiens,human
GCA_912157035.1,9606,Homo sapiens,human
GCA_912157115.1,9606,Homo sapiens,human
GCA_912157015.1,9606,Homo sapiens,human
GCA_912157095.1,9606,Homo sapiens,human
GCA_012069685.1,9606,Homo sapiens,human
GCA_012069745.1,9606,Homo sapiens,human
GCA_018398685.1,9606,Homo sapiens,human
GCA_900009665.2,9606,Homo sapiens,human
GCA_015144065.1,9606,Homo sapiens,human
GCA_015144605.1,9606,Homo sapiens,human
GCA_900010305.2,9606,Homo sapiens,human
GCA_900008125.2,9606,Homo sapiens,human
GCA_900008935.2,9606,Homo sapiens,human
GCA_900009335.2,9606,Homo sapiens,human
GCA_900008195.2,9606,Homo sapiens,human
GCA_900011055.2,9606,Homo sapiens,human
GCA_900010215.2,9606,Homo sapiens,human
GCA_900008135.2,9606,Homo sapiens,human
GCA_900661295.1,9606,Homo sapiens,human
GCA_900010775.2,9606,Homo sapiens,human
GCA_900010005.2,9606,Homo sapiens,human
GCA_900016255.2,9606,Homo sapiens,human
GCA_900010785.2,9606,Homo sapiens,human
GCA_900009035.2,9606,Homo sapiens,human
GCA_900008245.2,9606,Homo sapiens,human
GCA_900009695.2,9606,Homo sapiens,human
GCA_900008875.2,9606,Homo sapiens,human
GCA_900009055.2,9606,Homo sapiens,human
GCA_003711475.1,9606,Homo sapiens,human
GCA_900009655.2,9606,Homo sapiens,human
GCA_900008995.2,9606,Homo sapiens,human
GCA_003711455.1,9606,Homo sapiens,human
GCA_003709635.1,9606,Homo sapiens,human
GCA_003709745.1,9606,Homo sapiens,human
GCA_003709805.1,9606,Homo sapiens,human
GCA_003709695.1,9606,Homo sapiens,human
GCA_003709765.1,9606,Homo sapiens,human
GCA_003709785.1,9606,Homo sapiens,human
GCA_003709735.1,9606,Homo sapiens,human
GCA_900009795.2,9606,Homo sapiens,human
GCA_900009065.2,9606,Homo sapiens,human
GCA_900008275.2,9606,Homo sapiens,human
GCA_003709615.1,9606,Homo sapiens,human
GCA_900008695.2,9606,Homo sapiens,human
GCA_963426525.1,9606,Homo sapiens,human
GCA_003709625.1,9606,Homo sapiens,human
GCA_003709685.1,9606,Homo sapiens,human
GCA_003709675.1,9606,Homo sapiens,human
GCA_003864135.1,9606,Homo sapiens,human
GCA_001483655.1,9606,Homo sapiens,human
GCA_900009345.2,9606,Homo sapiens,human
GCA_000185165.1,9606,Homo sapiens,human
GCA_000005465.1,9606,Homo sapiens,human
GCA_949316305.1,10090,Mus musculus,house mouse
GCA_000181195.1,10090,Mus musculus,house mouse
GCA_000185105.2,10090,Mus musculus,house mouse
GCA_000185125.1,10090,Mus musculus,house mouse
GCA_000350445.1,10090,Mus musculus,house mouse
GCA_015244455.1,10116,Rattus norvegicus,Norway rat
GCA_000325925.2,9823,Sus scrofa,pig
GCA_014858485.1,9544,Macaca mulatta,Rhesus monkey
GCA_021328935.1,9940,Ovis aries,sheep
GCA_021328945.1,9940,Ovis aries,sheep
GCA_009823495.1,9925,Capra hircus,goat
GCA_907165285.1,9925,Capra hircus,goat
GCF_000349665.1,10036,Mesocricetus auratus,golden hamster
GCF_000419365.1,10029,Cricetulus griseus,Chinese hamster
GCF_000471725.1,89462,Bubalus bubalis,water buffalo
GCA_905249985.1,391902,Bubalus bubalis bubalis,
GCA_947598445.1,9669,Mustela putorius furo,domestic ferret
GCF_000239315.1,9669,Mustela putorius furo,domestic ferret
GCF_000215625.1,9669,Mustela putorius furo,domestic ferret
GCF_000230445.1,10181,Heterocephalus glaber,naked mole-rat
GCF_000236235.1,43179,Ictidomys tridecemlineatus,thirteen-lined ground squirrel
GCF_001305755.1,9793,Equus asinus,ass
GCF_001922835.1,9739,Tursiops truncatus,common bottlenose dolphin
GCF_000151865.2,9739,Tursiops truncatus,common bottlenose dolphin
GCF_000500345.1,230844,Peromyscus maniculatus bairdii,prairie deer mouse
GCA_004115295.1,59479,Rhinolophus ferrumequinum,greater horseshoe bat
GCF_000004335.2,9646,Ailuropoda melanoleuca,giant panda
GCF_000464555.1,74533,Panthera tigris altaica,Amur tiger
GCA_900166895.1,38626,Phascolarctos cinereus,koala
GCF_000767585.1,9838,Camelus dromedarius,Arabian camel
GCA_006461545.1,68408,Moschus berezovskii,Chinese forest musk deer
GCF_001685135.1,9974,Manis javanica,Malayan pangolin
GCF_000208655.3,9361,Dasypus novemcinctus,nine-banded armadillo
GCF_003584765.2,116960,Ursus arctos horribilis,
GCF_001466805.2,9407,Rousettus aegyptiacus,Egyptian rousette
GCF_000769185.1,61622,Rhinopithecus roxellana,golden snub-nosed monkey
GCF_014825515.1,9417,Artibeus jamaicensis,Jamaican fruit-eating bat
GCA_004027795.1,310713,Ceratotherium simum cottoni,northern white rhinoceros
GCF_003709585.1,32536,Acinonyx jubatus,cheetah
GCF_014570555.1,143292,Manis pentadactyla,Chinese pangolin
GCF_002940915.2,9430,Desmodus rotundus,common vampire bat
GCF_001443585.1,32536,Acinonyx jubatus,cheetah
GCF_000687225.1,29073,Ursus maritimus,polar bear
GCA_900411695.1,9755,Physeter catodon,sperm whale
GCF_000292845.1,9978,Ochotona princeps,American pika
GCF_000472045.1,9755,Physeter catodon,sperm whale
GCF_900631625.1,9704,Zalophus californianus,California sea lion
GCF_000331955.2,9733,Orcinus orca,killer whale
GCF_000743615.1,885580,Fukomys damarensis,Damara mole-rat
GCF_000181275.2,42254,Sorex araneus,European shrew
GCA_004123975.1,9696,Puma concolor,puma
GCA_000751575.1,9858,Capreolus capreolus,Western roe deer
GCA_004026925.3,9813,Procavia capensis,Cape rock hyrax
GCF_000308155.1,29078,Eptesicus fuscus,big brown bat
GCF_000296755.1,9365,Erinaceus europaeus,western European hedgehog
GCF_000280705.1,51337,Jaculus jaculus,lesser Egyptian jerboa
GCA_000465405.1,59476,Pteronotus parnellii,Parnell's mustached bat
GCF_000311805.1,419612,Camelus ferus,Wild Bactrian camel
GCA_004026845.1,77598,Heterohyrax brucei,yellow-spotted hyrax
GCF_000235385.1,39432,Saimiri boliviensis boliviensis,Bolivian squirrel monkey
GCF_001888835.1,89399,Rhinolophus sinicus,Chinese rufous horseshoe bat
GCA_016433095.1,37186,Hippotragus equinus,roan antelope
GCA_002201775.1,9899,Ammotragus lervia,aoudad
GCF_001857705.1,9691,Panthera pardus,leopard
GCF_000400835.1,59538,Pantholops hodgsonii,chiru
GCA_013391785.1,63631,Hydrodamalis gigas,Steller's sea cow
GCA_011316645.1,45479,Cynomys gunnisoni,Gunnison's prairie dog
GCA_004027415.1,58069,Hipposideros galeritus,Cantor's roundleaf bat
GCA_905120135.1,227166,Megaloceros giganteus,Irish elk
GCA_006411015.1,69298,Tragelaphus spekii,Sitatunga
GCA_905120125.1,227166,Megaloceros giganteus,Irish elk
GCA_948473235.1,9606,Homo sapiens,human
GCA_948474675.1,9606,Homo sapiens,human
GCA_948473255.1,9606,Homo sapiens,human
GCA_948473215.1,9606,Homo sapiens,human
GCA_948474725.1,9606,Homo sapiens,human
GCA_948473225.1,9606,Homo sapiens,human
GCA_948474735.1,9606,Homo sapiens,human
GCA_900086635.1,9600,Pongo pygmaeus,Bornean orangutan
GCA_001039535.1,112262,Ovis canadensis canadensis,
GCA_900119615.2,9823,Sus scrofa,pig
GCA_001270425.1,9544,Macaca mulatta,Rhesus monkey
GCA_013138085.1,9483,Callithrix jacchus,white-tufted-ear marmoset
GCA_000090855.1,9598,Pan troglodytes,chimpanzee
GCF_000002175.1,37012,Pan troglodytes verus,
GCA_002087435.1,9615,Canis lupus familiaris,dog
GCA_018357025.1,9925,Capra hircus,goat
GCA_030247385.1,9534,Chlorocebus aethiops,grivet
GCA_030247455.1,9555,Papio anubis,olive baboon
GCA_030247225.1,9557,Papio hamadryas,hamadryas baboon
GCA_015021865.1,9595,Gorilla gorilla gorilla,western lowland gorilla
GCA_001484535.2,9595,Gorilla gorilla gorilla,western lowland gorilla
GCA_015021835.1,9601,Pongo abelii,Sumatran orangutan
GCA_015021855.1,9597,Pan paniscus,pygmy chimpanzee
GCA_030247375.1,31869,Daubentonia madagascariensis,aye-aye
GCA_030247235.1,9515,Sapajus apella,tufted capuchin
GCA_030247345.1,593543,Hoolock leuconedys,eastern hoolock gibbon
GCA_030247245.1,9590,Symphalangus syndactylus,siamang
GCA_030247355.1,9538,Erythrocebus patas,red guenon
GCA_030247415.1,9514,Cebus albifrons,white-fronted capuchin
GCA_030247275.1,9586,Nomascus siki,southern white-cheeked gibbon
GCA_030247215.1,310352,Pygathrix nigripes,Black-shanked douc langur
GCA_030247475.1,9509,Ateles geoffroyi,black-handed spider monkey
GCA_030247295.1,54601,Macaca silenus,liontail macaque
GCA_030247305.1,9551,Macaca assamensis,Assam macaque
GCA_001879175.2,9606,Homo sapiens,human
GCA_900518905.1,9606,Homo sapiens,human
GCA_900008895.2,9606,Homo sapiens,human
GCA_900065935.1,9606,Homo sapiens,human
GCA_900009965.2,9606,Homo sapiens,human
GCA_900008675.2,9606,Homo sapiens,human
GCA_900009685.2,9606,Homo sapiens,human
GCA_900008985.2,9606,Homo sapiens,human
GCA_900008885.2,9606,Homo sapiens,human
GCA_900016265.2,9606,Homo sapiens,human
GCA_900011565.2,9606,Homo sapiens,human
GCA_900009015.2,9606,Homo sapiens,human
GCA_900009025.2,9606,Homo sapiens,human
GCA_900009215.2,9606,Homo sapiens,human
GCA_900009005.2,9606,Homo sapiens,human
GCA_900009075.2,9606,Homo sapiens,human
GCA_900007535.2,9606,Homo sapiens,human
GCA_900012675.2,9606,Homo sapiens,human
GCA_900009105.2,9606,Homo sapiens,human
GCA_900010295.2,9606,Homo sapiens,human
GCA_900007485.2,9606,Homo sapiens,human
GCA_900009225.2,9606,Homo sapiens,human
GCA_900009935.2,9606,Homo sapiens,human
GCA_900008955.2,9606,Homo sapiens,human
GCA_900008185.2,9606,Homo sapiens,human
GCA_900011785.2,9606,Homo sapiens,human
GCA_900008225.2,9606,Homo sapiens,human
GCA_900019285.2,9606,Homo sapiens,human
GCA_900008905.2,9606,Homo sapiens,human
GCA_900011235.2,9606,Homo sapiens,human
GCA_900010575.2,9606,Homo sapiens,human
GCA_900009925.2,9606,Homo sapiens,human
GCA_900009085.2,9606,Homo sapiens,human
GCA_900012405.2,9606,Homo sapiens,human
GCA_900009675.2,9606,Homo sapiens,human
GCA_900008175.2,9606,Homo sapiens,human
GCA_900008975.2,9606,Homo sapiens,human
GCA_900009325.2,9606,Homo sapiens,human
GCA_900016245.2,9606,Homo sapiens,human
GCA_900007505.2,9606,Homo sapiens,human
GCA_900007515.2,9606,Homo sapiens,human
GCA_900008705.2,9606,Homo sapiens,human
GCA_900008915.2,9606,Homo sapiens,human
GCA_900007475.2,9606,Homo sapiens,human
GCA_900008205.2,9606,Homo sapiens,human
GCA_900008685.2,9606,Homo sapiens,human
GCA_900009045.2,9606,Homo sapiens,human
GCA_900008115.2,9606,Homo sapiens,human
GCA_900011575.2,9606,Homo sapiens,human
GCA_900008965.2,9606,Homo sapiens,human
GCA_900019275.2,9606,Homo sapiens,human
GCA_900011495.2,9606,Homo sapiens,human
GCA_900008145.2,9606,Homo sapiens,human
GCA_900231025.1,9606,Homo sapiens,human
GCA_900009945.2,9606,Homo sapiens,human
GCA_900008165.2,9606,Homo sapiens,human
GCA_900016275.2,9606,Homo sapiens,human
GCA_900010205.2,9606,Homo sapiens,human
GCA_900007495.2,9606,Homo sapiens,human
GCA_900008925.2,9606,Homo sapiens,human
GCA_900008155.2,9606,Homo sapiens,human
GCA_900009095.2,9606,Homo sapiens,human
GCA_900008235.2,9606,Homo sapiens,human
GCA_900008255.2,9606,Homo sapiens,human
GCA_900010315.2,9606,Homo sapiens,human
GCA_900010225.2,9606,Homo sapiens,human
GCA_900007525.2,9606,Homo sapiens,human
GCA_900009355.2,9606,Homo sapiens,human
GCA_900008945.2,9606,Homo sapiens,human
GCA_900009955.2,9606,Homo sapiens,human
GCA_900011225.2,9606,Homo sapiens,human
GCA_000442295.1,9606,Homo sapiens,human
GCA_900230875.1,9606,Homo sapiens,human
GCA_900008215.2,9606,Homo sapiens,human
GCA_900230885.1,9606,Homo sapiens,human
GCA_900009995.2,9606,Homo sapiens,human
GCA_900231015.1,9606,Homo sapiens,human
GCA_900230895.1,9606,Homo sapiens,human
GCA_900230995.1,9606,Homo sapiens,human
GCA_900230985.1,9606,Homo sapiens,human
GCA_900231005.1,9606,Homo sapiens,human
GCA_900230955.1,9606,Homo sapiens,human
GCA_900230965.1,9606,Homo sapiens,human
GCA_900230975.1,9606,Homo sapiens,human
GCA_900231045.1,9606,Homo sapiens,human
GCA_000786075.2,9606,Homo sapiens,human
GCA_000181135.1,9606,Homo sapiens,human
GCA_000180715.1,10116,Rattus norvegicus,Norway rat
GCA_000180795.1,10116,Rattus norvegicus,Norway rat
GCA_000180775.1,10116,Rattus norvegicus,Norway rat
GCA_000181035.1,10116,Rattus norvegicus,Norway rat
GCA_000181015.1,10116,Rattus norvegicus,Norway rat
GCA_900014975.1,10116,Rattus norvegicus,Norway rat
GCA_005446665.1,9615,Canis lupus familiaris,dog
GCA_000167555.2,9544,Macaca mulatta,Rhesus monkey
GCA_001984255.1,9544,Macaca mulatta,Rhesus monkey
GCA_002166905.2,9796,Equus caballus,horse
GCA_900156565.1,9598,Pan troglodytes,chimpanzee
GCA_006757725.1,9837,Camelus bactrianus,Bactrian camel
GCA_904813555.1,38626,Phascolarctos cinereus,koala
GCA_904813535.1,38626,Phascolarctos cinereus,koala
GCA_904813495.1,38626,Phascolarctos cinereus,koala
GCA_904813595.1,38626,Phascolarctos cinereus,koala
GCA_018978865.1,30538,Vicugna pacos,alpaca
GCA_904813355.1,9305,Sarcophilus harrisii,Tasmanian devil
GCA_900199665.1,9593,Gorilla gorilla,western gorilla
GCA_000167515.2,9593,Gorilla gorilla,western gorilla
GCA_904811045.1,1960642,Notamacropus eugenii eugenii,
GCA_904811105.1,1960664,Notamacropus eugenii derbianus,
GCA_000612945.1,9644,Ursus arctos,brown bear
GCA_000167535.2,9601,Pongo abelii,Sumatran orangutan
GCA_000191625.1,9874,Odocoileus virginianus,white-tailed deer
GCA_000191605.1,9874,Odocoileus virginianus,white-tailed deer
GCA_904813205.1,9337,Trichosurus vulpecula,common brushtail
GCA_904813475.1,33562,Dromiciops gliroides,monito del monte
GCA_904811855.1,9337,Trichosurus vulpecula,common brushtail
GCA_904814005.1,9301,Sminthopsis crassicaudata,fat-tailed dunnart
GCA_904813905.1,9337,Trichosurus vulpecula,common brushtail
GCA_904813585.1,9337,Trichosurus vulpecula,common brushtail
GCA_904810895.1,9301,Sminthopsis crassicaudata,fat-tailed dunnart
GCA_904810845.1,34899,Petaurus breviceps,sugar glider
GCA_904813035.1,34899,Petaurus breviceps,sugar glider
GCA_904813275.1,55782,Myrmecobius fasciatus,numbat
GCA_904813525.1,55782,Myrmecobius fasciatus,numbat
GCA_904813345.1,9310,Potorous tridactylus,long-nosed potoroo
GCA_904813315.1,9310,Potorous tridactylus,long-nosed potoroo
GCA_904813305.1,9310,Potorous tridactylus,long-nosed potoroo
GCA_904813615.1,38775,Antechinus flavipes,yellow-footed antechinus
GCA_904812035.1,38618,Gymnobelideus leadbeateri,Leadbeater's possum
GCA_904812105.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904813065.1,38600,Burramys parvus,mountain pygmy possum
GCA_904813335.1,190720,Acrobates pygmaeus,
GCA_904813325.1,38776,Phascogale calura,red-tailed phascogale
GCA_904813045.1,65616,Pseudochirulus forbesi,Painted ringtail
GCA_904813375.1,190653,Cercartetus nanus,
GCA_904810575.1,418659,Murexia naso,Long-nosed dasyure
GCA_904813505.1,38623,Phalanger carmelitae,mountain cuscus
GCA_904812355.1,54090,Petrogale xanthopus xanthopus,
GCA_904813295.1,32557,Planigale tenuirostris,flat-skulled marsupial mouse
GCA_904812765.1,1648445,Petrogale wilkinsi,Wilkin's rock-wallaby
GCA_904813265.1,9302,Sminthopsis macroura,stripe-faced dunnart
GCA_904812605.1,54081,Petrogale coenensis,
GCA_904813255.1,9293,Phascogale tapoatafa,brush-tailed phascogale
GCA_904812015.1,479705,Pseudantechinus bilarni,Sandstone dibbler
GCA_904813225.1,9344,Perameles nasuta,long-nosed bandicoot
GCA_904812945.1,65624,Lagorchestes conspicillatus,spectacled hare-wallaby
GCA_904813445.1,656515,Pseudocheirus occidentalis,Western ringtail oppossum
GCA_904812675.1,54082,Petrogale godmani,Godman's rock wallaby
GCA_904812955.1,65624,Lagorchestes conspicillatus,spectacled hare-wallaby
GCA_904813425.1,65631,Hypsiprymnodon moschatus,musky rat kangaroo
GCA_904812975.1,175810,Spilocuscus maculatus,
GCA_904810755.1,90764,Sminthopsis longicaudata,long-tailed dunnart
GCA_904810705.1,90766,Sminthopsis psammophila,sandhill dunnart
GCA_904812265.1,1119526,Petrogale rothschildi,
GCA_904813145.1,30668,Lasiorhinus latifrons,southern hairy-nosed wombat
GCA_904812575.1,54089,Petrogale sharmani,
GCA_904811155.1,9327,Thylogale billardierii,red-bellied pademelon
GCA_904810555.1,32544,Dasyuroides byrnei,kowari
GCA_904813025.1,42473,Phalanger orientalis,gray cuscus
GCA_904812315.1,1119526,Petrogale rothschildi,
GCA_904812525.1,54084,Petrogale inornata,unadorned rock wallaby
GCA_904812225.1,54090,Petrogale xanthopus xanthopus,
GCA_904812335.1,175627,Petrogale purpureicollis,purple-necked rock-wallaby
GCA_904810745.1,225043,Dendrolagus dorianus notatus,
GCA_904812235.1,1648459,Petrogale concinna monastria,
GCA_904812245.1,1936090,Petrogale concinna canescens,
GCA_904813285.1,29139,Vombatus ursinus,common wombat
GCA_904810985.1,65626,Onychogalea unguifera,northern nail-tailed wallaby
GCA_904813175.1,38598,Aepyprymnus rufescens,rufous rat-kangaroo
GCA_904812305.1,54091,Petrogale xanthopus celeris,
GCA_904813075.1,37737,Perameles gunnii,eastern barred bandicoot
GCA_904812665.1,1648428,Petrogale brachyotis victoriae,
GCA_904813365.1,9283,Antechinus stuartii,brown antechinus
GCA_904812615.1,54081,Petrogale coenensis,
GCA_904813465.1,38614,Distoechurus pennatus,New Guinean feather-tailed possum
